,0
140056416,4.275
140089188,4.225
140023653,4.2
140056422,4.225
140089194,4.2
146020203,4.05
146015226,4.175
140023669,4.25
140056438,4.2
140023675,4.225
140056444,4.225
140089213,4.275
140023681,4.2
140056450,4.3
146020231,4.15
140089229,4.225
140023697,4.225
140056466,4.2
140089235,4.2
140023700,4.225
146020247,4.075
140056472,4.275
140089241,4.125
140023716,4.225
140056488,4.175
140089257,4.275
140023722,4.2
146020269,4.2
140056494,4.275
140089263,4.025
146020275,4.2
140051444,4.175
140023738,3.975
140056507,4.25
140040522,4.1
140089279,4.05
140023744,4.025
140056513,4.25
140089285,4.275
140023750,4.2
146020297,3.9
146020300,4.075
140056529,4.2
140023766,4.275
140056535,4.2
140089304,4.0
146020316,4.025
140051450,4.1
140089310,4.175
146020322,4.05
140023788,4.225
140056557,4.225
140082756,4.25
146020338,4.1
140089683,4.2
140023807,4.2
140089348,4.25
140023813,4.2
140056585,4.3
140089354,4.25
146020695,4.275
146020366,4.15
140056591,4.3
146020372,4.05
140056610,4.15
146020388,4.2
140089382,4.025
146020394,4.25
140081667,4.175
140023857,4.2
140056626,4.3
140089398,4.225
146020407,4.15
140056632,4.3
146020413,4.225
146020429,4.25
146020435,4.2
140056660,4.25
146020441,4.325
140091939,4.225
146015248,4.2
140056676,4.175
140089445,4.275
146020457,4.225
140089451,4.1
146020463,4.25
140023932,4.1
146020479,4.275
140089473,4.225
146020485,4.25
146020491,4.2
140089489,4.225
140023954,4.2
140056723,4.1
140089495,4.2
146020504,4.2
146020510,4.275
146016519,4.2
140082762,4.175
140023976,4.1
140056745,4.225
140089514,4.175
140029639,4.2
140023982,4.225
140056751,4.275
140089520,4.225
146020532,4.325
140023998,4.15
140056767,4.225
140089536,4.05
146020548,4.2
140056773,4.2
146020554,4.25
140062413,4.225
146020560,4.2
140056789,4.15
140089558,4.15
140051121,4.25
140056795,4.0
140089564,4.25
146020576,4.275
140089570,4.15
140024037,4.075
146020582,4.225
140056808,4.175
146004348,4.225
140024043,4.175
140056814,4.275
140073341,4.15
140089586,4.225
140056820,4.2
146020598,4.2
146020601,4.25
140024059,4.225
140024065,4.225
120101122,4.225
140089605,4.275
146020617,4.2
140056842,4.225
146020623,4.2
140024087,4.225
140089627,4.275
146020639,4.175
140056864,4.225
140089633,4.225
146020645,4.25
140024106,4.2
146020651,4.225
140024112,4.05
140089649,4.25
140056886,3.925
140089655,4.15
146020667,4.35
140056892,4.1
140024134,4.175
140106124,4.25
140024140,4.15
140056911,4.2
146020689,4.3
140029667,4.05
140051513,3.95
140024156,4.175
140056927,4.2
140067899,4.225
146020708,4.325
140089702,4.25
146020714,4.35
140106130,4.275
146020720,4.225
140024178,4.175
140056949,4.225
146021790,4.15
140056955,4.225
140089724,4.2
146020736,4.25
140056961,4.3
140070767,4.225
146020742,4.25
140044580,4.125
140056977,4.225
140089746,4.15
146020758,4.225
140089752,4.125
140024219,4.225
146020764,4.2
140024225,4.225
146020770,4.325
140056999,4.25
140089768,4.225
140089774,4.225
146020786,4.225
140024247,4.2
140057016,4.3
140040607,4.25
140057022,4.25
140089796,4.225
146020805,4.2
146020811,4.3
140057038,4.225
140089809,4.175
140057044,4.15
140062457,4.225
140057050,4.225
146020827,4.175
140089821,4.175
140057066,4.075
140024231,4.025
140024300,4.2
140089837,4.075
140057072,4.075
146020849,4.2
140089843,4.075
146020855,4.175
140062463,4.225
146020861,4.175
140051541,3.975
140057088,4.175
140024322,4.25
140089859,4.075
140057094,4.25
146020877,4.2
140089871,4.025
146020883,4.225
140057113,4.125
146020899,4.2
140089893,4.175
146020902,4.175
140024366,4.275
140089906,4.175
140024372,4.175
140057141,4.325
146020918,4.2
146020924,4.25
146020930,4.175
140024388,4.05
140024394,4.225
140089934,4.175
146020792,4.175
146020946,4.25
140024407,4.15
146020952,4.15
140057179,4.15
140024413,4.225
140057185,4.15
140040635,4.275
140089956,4.15
140057191,4.275
146020968,4.2
140024429,4.1
146020974,4.2
146020980,4.225
140024441,4.15
140057210,4.175
140089984,4.25
146015339,4.275
140082778,4.15
140089990,4.05
140007873,4.225
140024457,4.25
140057226,4.075
140024463,4.2
140057232,4.3
146021013,4.15
140024479,4.225
140057248,4.25
146026267,4.175
140024485,4.025
140057254,4.225
140024491,4.175
146021041,4.225
140090038,4.2
140024504,4.25
140057276,4.025
140024510,4.175
140057282,4.075
146021063,4.175
140090066,4.25
140024532,4.225
140057301,4.075
146021079,4.2
140090072,3.875
146006526,4.2
146021085,4.225
146021091,4.175
140057317,4.175
140040657,4.225
140090088,3.875
140024554,4.175
140057323,4.2
140090094,4.25
140024560,4.25
140062504,4.225
146021110,4.2
140090107,4.1
140024576,4.075
140067968,4.2
146021126,4.275
140007895,4.25
146021132,4.05
140090129,4.05
140090135,4.225
140057373,4.2
146021154,4.2
146021160,4.15
140024617,4.25
146015367,4.125
140057389,4.25
140052232,4.2
140024623,4.15
140057395,4.25
146021176,4.125
146021182,4.2
140024639,4.075
140057408,4.1
140090179,4.225
140024651,4.2
146021198,4.2
140090191,4.2
146021201,4.175
140024667,4.175
140057436,4.175
140024673,4.225
146021223,4.075
140106215,4.15
140090226,4.225
140029758,4.125
146021239,4.15
140090232,4.2
146021245,3.9
140057470,4.2
140090248,4.05
140090254,4.25
140106221,4.075
140024720,4.2
146021267,4.05
140057492,4.2
140062532,4.2
140051610,4.225
140024736,4.2
140057505,4.25
140090276,4.225
140024742,4.025
140057511,4.225
146021289,4.05
140040691,4.2
140024758,4.05
140090298,4.0
140024764,4.2
140090301,4.075
140024770,4.05
140090317,4.25
140024786,4.2
140057555,4.35
140024792,4.275
140057561,4.15
140045691,4.075
140024805,4.3
140090345,4.2
140024811,4.025
140057583,4.1
140090367,4.25
140057602,4.225
140090373,4.175
146021386,4.175
146021392,4.05
140024849,4.275
140090389,4.175
140057624,4.175
146017448,4.125
140024861,4.1
146021411,4.25
140040710,4.15
140090408,4.225
140090414,4.175
140024883,4.1
140090420,4.225
146021433,4.175
140029792,4.25
140057668,4.15
146015414,4.175
140024902,4.125
146021449,4.15
140057674,4.175
146021455,4.25
146021461,4.2
140024918,4.075
140090458,4.2
140090464,4.3
140024930,4.2
140090470,4.225
146021483,4.15
140057709,4.225
140024946,4.15
140057715,4.225
140024952,4.225
140057721,4.05
140024968,4.225
140057737,4.2
140024974,4.15
140057743,4.2
140068035,4.25
140024980,4.225
140057759,4.2
140024996,4.25
140057765,4.25
140040732,4.225
146021546,4.15
140057771,4.225
140025007,4.15
146021552,4.15
140025013,4.05
140057787,4.2
146021568,4.175
140057793,4.225
146015436,4.1
140025035,4.225
146021580,4.2
140057806,4.225
140025041,4.125
140057812,3.9
140090583,4.2
140083889,4.225
140025057,4.025
140025063,4.225
146021609,4.1
140057834,4.25
146021615,4.2
140057840,4.225
146021621,4.15
140025079,4.2
140090618,4.15
140025085,4.25
140057856,4.1
140025091,4.2
146021637,4.175
140025104,4.225
140092620,4.2
140025110,4.25
146021659,4.15
140057884,4.25
146021665,4.05
140057890,4.2
140025126,4.225
146021671,4.175
140057903,4.05
140090674,4.225
140029833,4.225
140090680,4.275
140100831,4.05
140025148,4.1
146021693,4.1
140057919,4.1
140025154,4.175
140057925,4.2
140090696,4.175
146021706,4.2
140057931,4.05
140051682,4.075
140040760,4.175
140090709,4.25
140025176,4.175
140057947,4.225
140025182,4.2
146021728,4.15
140057953,4.35
146021734,4.175
146021740,4.15
140025198,4.175
140057969,4.075
140057975,4.225
146021756,4.15
140057981,4.225
140025217,4.2
140090759,4.175
140057997,4.2
146021778,4.2
140090771,4.25
140058008,4.2
140100847,4.1
140025245,4.2
140058014,4.175
140025251,4.125
140058020,4.125
140090793,4.225
140025267,4.15
140058036,4.25
140025273,4.15
140058042,4.05
146021819,4.15
140090812,4.2
140100853,4.2
140090828,4.2
140025295,4.05
140058064,4.225
140090834,4.225
140040782,4.225
140025308,4.1
140111781,4.225
140025314,4.2
140058086,4.225
140025320,4.25
140058092,4.275
140090862,4.2
140080625,4.2
140058105,4.225
140058111,4.3
140090884,4.175
146021897,4.15
140090890,4.15
146021900,4.25
140025358,4.2
140058127,4.175
140115517,4.25
140025364,4.2
140058133,4.225
140025370,4.225
146021916,4.2
146021922,4.225
140058149,4.075
140090919,4.175
140058155,4.225
140072989,4.325
146019648,4.175
140058161,4.2
140090931,4.25
140106334,4.075
140029877,4.1
140051723,4.225
140058183,4.15
140090953,4.2
140025427,4.1
140058199,4.175
140025433,4.2
140090975,4.2
140029883,4.225
146021988,4.175
146015505,4.2
140025449,4.175
140058218,4.175
140025461,4.175
140025477,4.225
140058246,4.225
140058252,4.225
146022033,4.225
140091036,4.15
140025502,4.225
140058274,4.05
146022055,4.25
146022061,4.175
140025518,4.05
140091058,4.2
140025524,4.225
140058296,4.2
140025530,4.05
146022077,4.2
140091070,4.225
140073589,4.025
146022083,4.3
140058309,4.2
140025546,4.175
140025552,4.125
140111822,4.175
146022102,4.2
140025568,4.05
140058337,4.3
140025574,4.15
140058343,4.275
146015527,4.225
146022130,4.225
140058359,4.225
140025596,4.275
140058365,4.25
140058371,4.2
146022152,4.25
140025609,4.275
140091149,4.2
140058387,4.175
140025621,4.175
146022168,4.275
140091161,4.175
146022180,4.225
140025637,4.225
140058406,4.15
140091177,3.925
140058412,4.225
140042540,4.275
140091183,4.2
140100916,4.225
140025659,4.075
140058428,4.2
140091199,4.15
146022209,4.175
140058434,4.025
140019533,4.3
140058440,4.225
140051767,4.175
140050270,4.175
140058456,4.225
146021007,4.2
140091230,4.225
140090000,4.275
140025706,4.175
140058478,4.2
140040851,4.175
140058484,4.225
146022265,4.2
146022271,4.175
140025728,4.2
140091268,4.15
140058503,4.15
140091274,4.225
140025740,4.25
140091280,4.275
140058525,4.175
140091296,4.225
140025762,4.125
140058531,4.0
146022312,4.25
140025778,3.75
140058547,4.175
140025784,4.175
140058553,4.275
140025790,4.175
140090016,4.2
146022340,4.275
140058569,4.15
140058575,4.275
146022356,4.175
140058581,4.225
140073636,4.275
146022362,4.2
140111866,4.225
140091359,4.175
140058600,4.225
146022378,4.2
140091371,4.125
146004649,4.2
140025853,4.25
140058622,4.225
140029952,4.075
146022403,4.05
140100950,4.275
140025869,4.2
140058638,4.225
146022419,4.075
140091412,4.1
140025881,4.275
140025897,4.2
140091434,4.3
140058672,4.175
140025916,4.175
140058688,4.2
140025922,4.275
140058694,4.225
140025938,4.15
140058707,4.225
140106425,4.275
140025944,4.225
140058713,4.225
140025950,4.2
140091490,4.225
140100966,4.275
140058729,4.175
140025966,4.25
140091503,4.225
140084586,4.05
140025988,4.25
140058757,4.225
140025994,4.2
140058763,4.15
140090050,4.2
140026005,4.2
140008633,4.15
140026011,4.125
140058785,4.225
140058791,4.25
146022572,4.1
140026033,4.125
140058804,4.175
140058810,4.15
146022588,4.05
140091581,4.15
140026049,4.175
146022594,4.05
140026055,4.1
140026061,4.2
146022607,4.05
140058832,4.225
140026077,4.2
140058848,4.15
140026083,4.1
146022629,4.225
140058854,4.2
146022635,4.225
140058860,4.2
146022641,4.225
140026099,4.15
140026102,4.2
140058876,4.225
146022657,4.35
140058882,4.025
140026118,4.175
146022663,4.25
146025128,4.175
140026124,4.25
140051842,4.3
140026130,4.125
146022679,4.275
140091672,4.2
140026146,4.15
140058917,4.2
140026152,4.175
140058923,4.15
140026168,4.25
140058939,4.225
140058945,4.05
140058951,4.075
146024039,4.15
140091729,4.3
140058967,3.975
140058973,4.225
140026209,4.15
140026215,4.275
140026221,4.225
140058995,4.15
140026237,4.15
140059006,4.2
140026243,4.225
140059012,4.175
140091785,4.275
140091791,4.05
140059028,4.175
140026265,4.15
140059034,4.15
140026271,4.2
140059040,4.225
146021104,4.125
140026287,4.175
140091826,4.25
140026293,4.275
140059062,4.05
140026306,4.225
140091848,4.2
140059084,4.15
140026328,4.225
140026334,4.225
140059103,4.075
140026340,4.225
140091882,4.275
140059119,4.15
140090646,4.075
140026356,4.275
140059125,4.1
140084649,4.15
140026362,4.15
140059131,4.15
140090113,4.025
140059147,4.1
140026384,4.225
140059153,4.175
140091923,4.25
140112303,4.225
140026390,4.1
140106500,4.275
146015317,4.2
140026403,4.25
140091945,4.175
140059181,4.3
140026419,4.225
140026425,4.025
140026431,4.25
140059200,4.225
140091973,4.2
140026447,4.2
140091989,4.225
140059222,4.225
140091995,4.2
146014228,4.225
140026469,4.25
140092006,4.2
140026475,4.15
140059250,4.2
140008649,4.15
140073749,4.225
140026497,4.05
140059266,4.2
140026500,4.25
140059272,4.075
140026516,4.225
140059288,4.275
140026522,4.225
140082847,4.2
140106522,4.025
140059294,4.2
140084677,4.2
140092078,4.2
140090141,4.15
140026544,4.175
140059313,4.25
140092084,4.2
140026550,4.175
140092090,4.175
140059329,4.225
140026566,4.25
140059335,4.175
140059341,4.075
140092119,4.225
140059357,4.2
140026594,4.0
140092131,4.225
146023144,4.1
146023150,4.25
140026607,4.225
140059379,4.175
140026613,4.225
140059385,4.175
140059391,4.2
140026629,4.225
140092169,4.225
140026635,4.2
140059404,4.225
140017383,4.175
140026641,4.275
140059410,4.175
140026657,4.225
140059426,4.2
140084699,4.2
140059432,4.15
146023213,4.05
140051933,4.2
140090163,4.075
140026679,4.125
140059448,4.225
140026685,4.2
140059454,4.25
140026691,4.1
140059460,4.175
140092238,4.075
140026704,4.2
140059476,4.2
140026710,4.2
140059482,4.225
146026239,4.125
140026726,4.225
140059498,4.175
140026732,4.175
140059501,4.225
146023279,4.15
140092272,4.1
146004417,4.225
140026748,4.225
140059517,4.175
140092288,4.075
140026754,4.2
140059523,4.175
140092294,4.075
140041025,4.275
140026760,4.175
140059539,4.05
140101102,4.2
140026776,4.225
140059545,4.225
140059551,4.225
140092329,4.05
140041031,4.175
140026798,4.175
140059567,4.3
146023348,4.275
140059573,4.15
146023354,4.05
146023360,4.075
140026817,4.225
140059589,4.075
140026823,4.225
140059595,4.225
146025736,4.15
140026839,4.175
140059608,4.225
140026845,4.225
140059614,4.2
140092385,4.1
140026851,4.2
140059620,4.2
140092391,4.175
140026867,4.225
140059636,4.2
140026873,4.3
140059642,4.2
140026889,4.125
140059658,4.125
140059664,4.175
140059670,4.225
140026908,4.175
140092448,4.25
140026914,3.7
140059686,4.225
140026920,4.15
140090204,4.15
140008285,4.225
140059705,4.225
140092476,4.2
140084746,4.25
140026942,4.2
140059711,4.25
140092482,4.25
146023495,4.025
140059727,4.225
140092498,4.2
140026964,4.2
140059733,4.225
146023514,4.025
146015759,4.15
146023520,4.075
140059749,4.225
140026986,4.225
140059755,4.2
146023536,4.075
140059761,4.05
146023542,4.175
140027003,4.175
146023558,4.225
140059783,4.15
146023564,4.2
140027025,4.15
146023570,4.25
140027031,4.15
140059802,4.15
140092573,4.225
146023586,4.25
140027047,4.2
146023592,4.25
140059818,4.2
140092589,4.2
140059824,4.1
140092595,4.225
146023605,4.2
140059830,4.175
146023611,4.15
140052000,4.225
140073846,4.2
140027081,4.075
146023627,4.1
140059852,4.2
146023633,4.25
140027100,4.05
146023649,4.175
140059874,4.35
146023655,4.2
140059880,4.275
140027116,4.25
146023661,4.125
140083958,4.225
140059896,4.2
146023677,4.15
140092670,4.175
140027138,4.275
146023683,4.275
140059915,4.25
140059921,4.275
146023699,4.25
140092692,4.25
146023702,4.275
140027166,4.075
140059937,4.075
140027172,3.925
146023718,4.15
140059943,4.225
146023724,4.15
146023730,4.175
140027188,4.05
140059959,4.175
140027194,4.075
140059965,4.2
146023746,4.275
140106635,4.2
140019254,4.225
140027207,3.775
146023752,4.25
140073868,4.2
140027213,4.05
140059987,4.2
146023768,4.25
140059993,4.1
140027229,4.225
146023774,4.2
140060003,4.225
146023780,4.2
140092777,3.825
140092783,4.15
140060019,4.1
146023796,4.275
140027257,4.325
146023809,4.225
140092802,4.125
146023815,4.25
146023821,4.225
140027279,4.175
140092818,4.175
140027285,4.2
140092824,4.15
140027291,4.175
146023837,4.25
140092830,4.175
146023843,4.275
140027304,4.125
140060075,4.175
140092846,4.2
146023859,4.2
140092852,4.05
146023865,4.15
146023871,4.225
140027332,4.2
140092874,4.2
140041122,4.075
146023887,4.225
140062968,4.2
140060116,4.125
140027360,4.125
140060138,4.075
140098151,4.175
140092909,4.175
140060144,4.225
140092915,4.275
140027382,4.15
140092921,4.225
146023934,4.175
146023940,4.25
140060166,4.1
140027401,4.175
140060172,4.2
140092943,4.225
140027417,4.075
140060188,4.2
140027423,4.25
140060194,4.175
140092965,4.05
146023978,4.225
146023984,4.2
146023990,4.2
140027451,4.225
146024001,4.15
140060229,4.2
146019717,4.225
140060235,4.175
140093004,4.1
140052066,4.2
140027473,4.275
140093010,3.9
146024023,4.225
140084837,4.225
140027489,4.15
140093026,4.175
140027495,4.2
140093032,4.125
146024045,4.175
146024051,4.15
140027508,4.225
140008382,4.2
140060279,4.1
140093048,4.275
140027514,4.275
140060285,4.2
140027520,4.2
140060291,4.275
140093060,4.225
146024073,4.175
140027536,4.225
140093076,4.15
140060310,4.275
146024089,4.15
140093082,4.175
146024095,4.175
140027558,4.175
140093098,4.175
140027564,4.225
146024114,4.125
146024120,4.05
140063007,4.2
140114525,4.275
140080700,4.25
140027586,4.2
140093123,4.2
140027592,4.2
146024142,4.275
140093139,4.25
140027605,4.15
140060376,4.2
140027611,4.075
146024158,4.025
140093151,4.2
140084859,4.275
146024164,4.175
146024170,4.2
140060398,4.2
140013864,4.25
140090323,4.25
140093173,4.25
146024186,4.15
146024192,4.2
140027649,4.225
140093189,4.175
140060423,4.2
140093195,4.2
146024205,4.275
146024211,3.975
140060439,4.15
140093208,4.175
140027677,4.225
140093214,4.125
146024227,4.1
140093220,4.25
146024233,4.0
140027699,4.175
140027702,4.3
146024249,4.125
140093242,4.0
146024255,4.175
140052107,4.15
146024261,4.025
140060489,4.25
140027724,4.175
140060495,4.175
140093264,4.175
146024277,4.125
140093270,4.2
146024283,4.2
140060508,4.175
140027746,4.025
140093286,4.175
140060520,4.15
146024299,4.225
146024302,4.275
140027768,4.25
140093305,4.225
140027774,4.2
140093311,4.275
140027780,4.15
146024330,4.3
140060558,4.025
140093327,4.2
140027796,4.275
140090351,4.125
146024352,4.2
140027809,4.225
140093349,4.2
140060586,4.075
140093355,4.2
140027821,4.225
140060592,4.2
140093361,4.225
146024374,4.075
146024380,4.15
140027837,4.2
140027843,4.175
140093383,4.2
146024396,4.275
140109946,4.2
140027859,4.225
140093399,4.175
140060633,4.225
140093402,4.125
146024415,4.275
146024421,4.25
140060649,4.225
140093418,4.025
140019367,4.225
140041213,4.2
140093424,4.175
140027893,4.175
140093430,4.275
146024443,4.15
140060677,4.25
140027912,4.2
140060683,4.1
140093452,4.125
146024465,4.15
140073987,4.175
146024471,4.25
140027928,4.25
140060699,4.225
140093468,4.225
140060702,4.1
140093474,4.125
146024487,4.225
140093480,4.125
140060718,4.275
140027956,4.2
140093496,4.125
140027962,4.225
140093509,4.175
140027978,4.225
140093515,4.275
140027984,4.125
140093521,4.275
140027990,4.275
140060768,4.0
140093537,3.7
140060774,4.175
140019389,4.275
140028017,4.15
140028023,4.275
140060796,4.2
140093565,4.225
140093571,4.125
146024584,4.1
140060809,4.2
140028045,3.9
140060815,4.25
140052163,4.15
140041241,4.075
140093593,4.075
146024603,4.125
140028067,4.075
140060837,4.0
140093606,4.225
140028073,4.15
146024619,4.15
140093612,4.175
146021405,4.275
146024625,4.275
146024631,4.225
140028095,4.25
140060865,4.2
146024647,4.225
140093640,4.25
140028108,4.0
146024653,4.175
140028114,4.175
140028120,4.25
140060893,4.125
140093662,4.15
140028136,4.1
140060906,4.25
140083992,4.225
140060912,4.0
140093684,4.2
146024697,4.2
140093690,4.225
140028158,4.2
140060934,4.225
140093703,4.15
146024716,4.15
146024722,4.175
140093719,4.175
140060956,4.2
140093725,4.275
140028192,4.25
140060962,4.275
140093731,4.0
140095878,3.975
146024744,4.225
140084956,4.225
140028205,4.2
146024750,4.225
146021427,4.2
140013961,4.225
140060984,4.2
140052191,4.2
140060990,4.2
140028227,4.1
146024772,4.15
140028233,4.2
140093775,4.15
146024788,4.125
140061017,4.05
146024794,4.15
140061023,4.1
146024108,4.05
140028261,4.2
146024807,4.0
140093800,4.275
146024813,4.075
140061039,4.2
140028277,4.225
140093816,4.225
146024829,4.025
140093822,4.225
146024835,4.075
140052204,4.225
140061067,4.225
140093838,4.175
140061073,4.075
140093844,4.225
146024857,4.15
146024863,4.1
140092727,4.2
140028324,4.225
140061095,4.075
140028330,4.175
146024879,4.1
140061108,4.15
146024885,4.025
140028346,4.25
140013983,4.125
140090442,4.15
140061120,4.175
140093894,4.075
146024904,4.05
146024910,4.275
140028368,4.275
140093907,4.1
140028374,4.025
140093913,4.225
140028380,4.25
146024926,4.075
146024932,4.15
140061158,4.15
140093929,4.05
140028396,4.225
140093935,4.3
146024948,4.15
140093941,4.05
140028409,4.225
140028421,4.2
140061192,4.2
140093963,4.05
140052226,4.2
140028437,4.325
140061211,4.2
140093985,4.125
140093991,4.225
140028459,4.075
140061233,4.175
140094002,4.2
140028471,4.3
146025021,4.2
140094018,4.225
140061255,4.35
140028493,4.2
146025043,3.825
140092733,4.2
140028506,4.25
140061277,4.225
140061283,4.125
140094052,4.2
146025065,4.225
146025071,4.225
140028528,4.175
140017446,4.1
140094068,4.2
140061302,4.2
140094074,3.975
140028540,4.175
146025087,4.225
140094080,4.225
140061318,4.225
140061324,4.2
140094096,4.225
140028562,4.125
140008558,4.25
146025112,4.15
140094109,4.15
140028578,4.275
140061352,4.25
140035868,4.325
140028590,4.225
146025140,4.25
140061368,4.15
140041332,4.15
140028603,4.225
140061374,4.15
140094143,4.225
146025156,4.175
146025162,4.2
140094159,4.075
140028625,4.35
140061396,4.225
140094165,4.2
140028631,4.225
146016036,4.2
146025178,4.225
140094171,4.075
140008570,4.225
146025184,4.225
140061409,4.125
146025190,4.175
140094187,4.2
140028653,4.225
140094193,4.2
140061437,4.15
140094206,4.225
140061443,4.2
140094212,4.175
140028681,4.2
146025231,4.175
140061465,4.2
140028700,4.1
140061471,4.225
140094240,4.15
140094256,4.225
140028722,4.175
140061493,4.125
140094262,4.175
140090505,4.25
140115103,4.25
140095969,4.175
140028744,4.2
140028750,4.15
140094290,4.15
146016058,4.075
140028766,4.15
140094303,4.225
146005136,4.15
140028772,4.2
140095975,4.225
140061556,4.2
140028794,4.175
140094331,4.15
146025344,4.25
146025350,4.125
140028807,4.15
140061578,4.225
140094347,4.2
140028813,4.275
140061584,4.175
140061590,4.225
146025372,4.225
140028835,4.225
140028841,4.125
146025388,4.175
140094381,4.225
146025394,4.15
140061619,4.15
146025219,4.2
140061625,4.225
140090527,4.25
140028863,4.2
140094400,4.2
146025413,4.15
140061647,4.225
140094416,4.15
140061653,4.15
146025435,4.2
140090533,4.175
146025441,4.25
140061669,4.075
140094438,4.1
140028904,4.2
140061675,4.225
140094444,4.15
146025457,4.25
140094450,4.2
146025463,4.2
140028926,3.95
140061697,4.2
140028932,4.175
140094472,4.225
146025485,4.15
146025491,4.15
140028948,4.075
140094488,4.15
140061722,4.225
140094494,4.225
140028960,4.025
140061738,4.25
140094507,4.225
140019549,4.15
140028976,4.275
140094513,4.225
146025526,4.05
140049104,4.05
140061766,4.15
140094535,4.25
146025548,4.125
140029009,4.275
146025554,4.15
140052323,4.225
140029015,4.2
140061788,4.175
140094557,4.225
140090555,4.2
146025576,4.225
140029037,4.275
140061807,4.225
140029043,4.2
140094585,4.2
146025598,4.15
140094591,4.15
140029059,4.225
140061829,4.225
140061835,4.225
140029071,4.15
140061841,4.1
140094610,4.25
146025623,4.225
140029087,4.225
140061857,4.225
140029093,4.225
140061863,4.2
140094632,4.15
146024136,4.075
146025645,4.2
140029106,4.2
146025651,4.2
140061879,4.225
140029112,4.15
140061885,4.275
146025667,4.175
140029128,4.225
146025673,4.25
140029134,4.275
140029140,4.2
140061910,4.225
146025695,4.2
140029156,4.25
140090577,4.225
140092755,4.1
140061932,4.2
140094701,4.125
146025714,4.175
146025720,4.15
140029178,4.225
140052351,4.05
140061948,4.15
140094717,4.2
140008661,4.2
140029184,4.225
140094723,4.15
140029190,4.225
140061960,4.2
146025742,4.15
140094739,4.2
140094745,4.175
140061982,4.175
140094751,4.25
140029219,4.2
140029225,4.225
140091666,4.225
140029231,4.1
140094773,4.3
140062009,4.1
146025786,4.225
140029247,4.225
146025792,4.225
140062021,4.3
140094795,4.225
146025811,4.225
140094808,4.25
140029275,4.25
140094814,4.225
140041445,4.275
140029281,4.325
146025827,4.275
146025833,4.225
140062059,4.125
140029297,4.075
140029300,4.225
140062071,4.15
146025849,4.275
140090602,4.225
146016149,4.15
140029316,4.125
140062087,4.15
140029322,4.2
140062093,4.2
140094864,4.15
140094870,4.125
140029338,4.25
140062112,4.175
140029350,4.15
140094892,4.2
140062128,4.175
140029366,4.225
140094905,4.225
140062140,4.2
140094911,4.175
140024021,4.125
140029388,4.125
140029394,4.225
140094933,4.15
140029407,4.2
140062178,4.1
140029413,4.15
140062184,4.225
140062190,4.225
140103675,4.225
140094961,4.225
140029429,4.25
140029435,4.2
140029441,4.275
146005249,4.175
140062219,4.2
140029457,4.275
140001110,4.15
140062231,4.175
140095000,4.175
140062247,4.2
140062253,4.225
140029491,4.225
146026041,4.225
140062269,4.225
140095038,4.275
140029504,4.225
140062275,4.225
140095044,4.225
140029510,4.25
140062281,4.15
140029526,4.125
140062297,4.15
140029532,4.25
146026085,4.2
146026091,4.2
140029548,4.225
140095088,4.15
140029554,4.15
140052414,4.025
140095094,4.225
140029560,4.2
140080766,4.2
140062338,4.15
140095107,4.175
140057878,4.175
140062344,4.175
140107031,4.15
140062350,4.2
140096111,4.225
140029598,4.125
140095135,4.15
140029601,4.3
140062372,4.2
140062388,4.225
140095157,4.125
140062394,4.15
140062407,4.25
140095179,4.225
140029645,4.15
140095185,4.225
140029651,4.2
140095191,4.15
140062429,4.25
140062435,4.2
140062441,4.225
140029689,4.225
140095226,4.075
140029695,4.25
140095232,3.975
146026251,4.15
140029708,4.25
140046978,4.2
140062479,4.175
140029714,4.225
140062485,4.275
140095254,4.175
140029720,4.125
140062491,4.2
140052442,4.225
140043673,4.225
140008752,4.2
140029736,4.225
140095276,4.225
140062510,4.25
140095282,4.2
140062526,4.225
140095298,4.225
140029764,4.2
140095301,4.05
140029770,4.2
146021687,4.15
140062548,4.075
140095317,4.225
140062554,4.225
140095323,4.2
140062560,4.125
140095339,4.225
140029805,4.175
140062576,4.2
140095345,4.3
140029811,4.225
140095351,4.2
140029827,4.2
140062598,4.225
140062601,4.15
140095373,4.2
140079769,4.225
140062617,4.2
140095389,4.175
140029855,4.125
140095395,4.175
140029861,4.25
140085233,4.1
140095408,4.15
140062645,3.85
140095414,4.2
140062651,4.025
140095420,4.25
146016246,4.25
140008780,4.15
140029899,4.15
140095436,4.25
140029902,4.05
140062673,4.15
140095442,4.05
140062689,4.05
140095458,4.2
140029924,4.15
140062695,4.2
140095464,4.25
140029930,4.075
140095470,4.175
140062708,4.075
140029946,4.2
140090599,4.225
140062720,4.1
140089508,4.175
140095492,4.25
140062736,4.2
140095505,4.225
140029974,3.75
140095511,4.25
140068869,4.2
140062758,4.2
140107100,4.125
140062764,4.175
140095533,4.225
140062770,4.175
140030006,4.225
140030012,4.075
140095549,4.275
140095555,4.225
140090721,4.225
140062792,4.2
140095561,4.25
140030028,4.2
140030034,4.275
140062805,4.225
140030040,4.2
140095577,4.2
140095583,4.225
140030056,4.225
140030062,4.15
140062833,4.175
140030078,4.175
140062849,4.025
140095618,4.25
140030084,4.225
140062855,4.25
140095624,4.175
140030090,4.125
140062861,4.0
140095630,4.0
140062877,4.2
140095646,4.075
140095652,4.175
140030119,4.175
140107122,4.225
140030131,4.225
140095668,4.1
140095674,4.25
140095680,4.125
