,0
140051030,4.225
146014808,4.175
140083801,4.225
146014814,4.175
140018278,4.175
140116587,4.175
140018284,4.2
140083823,4.225
140116593,4.125
140018290,4.175
140008376,3.925
140051068,4.2
140116606,4.225
140018303,4.2
140116612,4.225
140083845,4.2
140051080,4.225
140018319,4.3
146014864,4.2
140018325,4.025
146014870,4.25
140028697,4.25
140018331,4.3
140083873,4.15
140051109,4.35
140051115,4.175
146014892,4.25
140116656,4.25
140018353,4.075
140116662,4.2
146014905,4.15
146014325,4.2
140018369,4.2
140083908,4.175
140018375,4.1
140116684,4.225
146025429,4.175
146014927,4.25
146014933,4.25
140051159,4.2
140018397,4.0
140116703,4.175
140018400,4.0
140051171,4.05
146014949,4.15
140083942,4.2
146014961,4.225
140051187,4.075
140072757,3.975
140018422,4.275
140083964,4.075
146014977,4.225
140018438,4.05
146014983,4.2
140018444,4.25
140116753,4.175
140083986,4.125
146014999,4.225
146015000,4.2
140116101,4.075
140051234,4.175
140084003,4.175
140018472,4.05
140116781,4.075
146015022,4.2
140084019,4.175
140084025,4.2
140018494,4.1
146014347,4.25
146015044,4.225
146015050,4.15
140018507,4.225
140006201,4.175
140051278,4.225
140084047,4.225
140018513,4.3
140051284,4.075
140051290,4.275
146015072,4.025
140018529,4.225
140051303,4.2
140116844,4.2
140018541,4.2
146015088,4.225
140084081,4.225
146015094,4.15
140051319,4.175
140018557,4.175
140084097,4.225
140116866,4.2
140051331,4.225
140084100,4.275
140116872,4.1
146015113,4.025
140051347,4.05
140084116,4.075
146015129,4.075
140018591,4.15
140051369,4.325
140084138,4.225
140018604,4.225
140051375,4.2
140116913,4.275
140051381,4.1
140084150,4.15
146015163,4.1
140116929,4.15
140051397,4.25
140084166,4.225
146014369,4.175
140018632,4.2
146015179,4.025
140116941,4.15
140072440,4.1
140018648,4.225
140116957,4.175
140018654,4.025
140018660,4.025
146015210,4.275
140051438,4.125
140084207,4.175
140018676,4.2
140084213,4.0
140084768,4.25
140018682,4.225
146015232,4.125
140084229,4.125
140084235,4.025
140018701,4.225
140051472,4.275
140084241,4.075
140050606,4.1
146015254,4.175
146015260,4.2
140084257,4.175
140018723,4.275
140051494,4.35
140084263,4.2
146015276,4.225
146015282,4.275
140018739,4.225
140061534,4.25
140117046,4.25
140084279,4.15
140050612,4.2
146015298,4.175
146015301,4.25
140051529,3.85
140117068,4.15
140051535,4.15
140084304,4.275
140018773,4.2
140084310,4.225
140117080,4.15
146015323,4.2
140084326,4.2
140117096,4.075
140051563,4.225
140084332,4.15
146015345,4.2
146015351,4.15
140051579,4.05
140018814,4.275
140051585,4.225
140084354,4.15
140051591,4.2
140084360,4.175
146015373,4.225
140117137,4.2
140051604,4.225
140084376,4.2
140018842,4.175
146015389,4.2
140084382,4.2
146015395,4.175
140018858,4.15
140084398,4.25
146015408,4.15
140084401,4.2
140117171,4.225
140018870,4.2
140028788,4.15
146015420,4.225
140051648,4.175
140018886,4.05
140084423,4.2
140018892,4.125
140099789,4.3
146015442,4.225
140117206,4.2
140084439,4.2
140018905,4.225
140051676,4.275
140084445,4.2
140018911,4.175
140050640,4.25
146015458,4.225
146015464,4.175
140018933,4.05
140088873,4.15
146015486,4.225
146015492,4.2
140018955,4.175
140084495,4.275
140018961,4.2
140051739,4.1
140018977,4.225
140084514,4.25
140051751,4.275
140084520,4.175
146015533,4.2
140018999,4.175
140019000,4.15
140051773,4.175
140084542,4.3
146015555,4.2
140117319,4.175
140019016,4.2
146015561,4.225
140072503,4.075
140051789,4.175
140084558,4.225
140051795,4.275
140084564,4.2
146015577,4.15
140084570,4.25
146015583,4.15
140051808,3.85
140019044,4.075
140050662,4.25
140051814,4.075
140117353,4.125
140019050,4.3
140051820,4.225
146015599,4.15
140084592,4.025
140117369,4.15
140051836,4.15
140084605,4.1
146015618,4.225
146025366,4.2
146015624,4.2
146015630,4.225
140019088,4.225
140051858,4.225
140084627,4.2
140117397,4.225
140019094,4.225
140117400,4.25
140084633,4.2
140051870,4.2
146015652,4.2
140019113,4.225
140051886,4.225
140084655,4.225
146015668,4.225
140084661,4.2
140019129,4.075
146015674,4.325
140051905,4.2
140019141,4.225
140051911,4.125
140117450,4.2
140084683,4.275
140072525,4.225
146015696,4.15
140019157,4.175
140051927,4.15
140019163,4.225
146015709,4.3
140084702,4.3
140077989,4.25
146015715,4.175
146015721,4.3
140051949,4.05
140084718,4.225
140019185,4.225
140051955,4.25
140084724,4.25
140019191,4.15
140051961,4.2
140084730,4.175
140117507,4.225
140080421,4.2
140117513,4.225
140019210,4.25
146014466,4.225
140051983,4.225
146015765,4.225
146015771,4.175
140117535,4.225
140019232,4.225
146015787,4.25
140084780,4.2
140019248,4.15
146015793,4.2
140117557,4.225
140052022,4.2
140019260,4.075
146015806,4.35
146015812,4.3
140084809,4.2
140019276,4.225
140084815,4.2
140052050,4.175
146015828,4.25
146015834,4.2
140050703,4.125
146015840,4.3
140019298,4.1
140019301,4.125
140052072,4.25
140084843,4.25
146015856,4.275
140018585,4.35
146015862,4.225
140072553,4.175
140052088,4.175
140061631,4.275
140052094,4.275
140084865,4.225
146015878,4.25
140084871,4.225
140019339,4.225
146015884,4.175
140019345,4.175
146015890,4.325
140084887,4.25
140084893,4.225
146015903,4.275
140052135,4.1
140084906,4.25
140052141,4.2
146015919,4.175
146015925,4.25
146015931,4.275
140052157,4.225
140084928,4.2
140117698,4.225
140019395,4.2
140084934,4.15
146015947,4.25
140084940,4.175
140019408,4.225
146015953,4.225
140052179,4.2
140019414,4.075
140052185,4.25
140028879,4.15
140019420,4.15
140050725,4.225
146015969,4.35
146015975,4.2
140117739,4.05
140019436,4.175
146015981,4.25
140052210,4.2
140084984,4.225
146015997,4.225
140084990,4.275
140028885,4.3
140019458,4.175
146014507,4.275
140019464,4.2
146016014,4.275
146016020,4.2
140052248,4.1
140085017,4.05
140052254,4.225
140019492,4.1
146016042,4.05
140085039,4.175
140019505,4.325
140052276,4.225
140085045,4.25
146019977,4.225
140052282,4.225
140085051,4.225
146016064,4.225
146016070,4.025
140019527,4.175
140052298,4.25
140085067,4.275
140052301,4.2
140085073,4.15
146016086,4.175
146016092,4.05
140052317,4.25
140085089,4.225
140019555,4.1
146016111,4.0
140110824,4.175
140085108,4.2
140019577,4.175
140085114,4.1
146016127,4.15
146016133,4.075
146014529,4.175
140072600,4.3
140019602,4.05
140052373,4.225
140085142,4.2
140118624,4.2
146016155,4.2
140074979,4.225
146016161,4.05
140052389,4.225
140085158,4.1
140019624,4.225
146016177,4.275
140085170,4.2
146016183,4.175
140052408,4.225
140019646,4.225
140085186,4.2
146016199,4.0
146016202,4.175
140019668,4.225
140085205,4.275
146016218,4.3
140117983,4.175
146016224,4.15
146016230,4.125
140052458,4.225
140085227,4.05
140083538,4.25
140052464,4.175
140072616,4.225
140110846,4.325
140052470,4.2
146020009,4.2
146016252,4.225
140019709,4.2
140085255,4.3
140019721,4.2
140116311,4.15
140052492,4.225
140085261,4.15
140019737,4.2
146020015,4.25
140019743,4.2
140085283,4.2
146016296,4.225
146014557,4.2
140085299,4.225
146016309,4.2
140085302,4.175
140007334,4.1
140090260,4.025
146016315,4.175
146016321,4.25
140052549,4.25
140085318,4.25
140052555,4.225
140052561,4.25
146016343,4.2
140081532,4.225
140085346,4.125
140052583,4.025
140085352,4.2
140019828,4.25
140052599,4.35
140019834,4.325
140085374,4.175
140085380,4.1
140052618,4.2
140116333,4.15
140052624,4.2
140085396,4.15
140019862,4.15
140072644,4.2
146016412,4.225
146020037,4.2
140052646,4.225
140085415,4.2
140045340,4.225
140052652,4.075
140019890,4.15
146016440,4.225
140052668,4.25
146025504,4.15
140052674,4.225
140085443,3.9
146016456,4.2
146016462,4.225
140019919,3.975
140019925,4.075
140052696,4.2
140019931,4.175
146016478,4.175
140085471,4.175
146016484,4.225
140052709,4.15
146016490,4.225
140019947,4.225
140052721,4.225
146016503,4.225
140019969,4.225
140085506,4.175
140052743,4.225
140085512,4.175
146016531,4.25
140052759,4.25
140072666,4.1
140085534,4.0
146016547,4.175
140085540,4.225
140020007,4.225
140020013,4.025
140052787,4.325
140085556,4.25
140052793,4.025
140052806,4.2
140085578,4.2
140052812,4.175
140085584,4.2
140085590,4.125
140020063,4.225
140052834,4.2
140085603,4.175
146025532,4.2
140020079,4.1
140085619,4.2
140020085,4.2
140085625,4.225
140020091,4.25
140042261,4.15
140085631,4.225
140020104,4.025
140020110,4.225
140085647,4.1
140052884,4.225
140085653,4.225
140052890,4.225
140020132,4.25
140028998,4.2
140085675,4.225
140020148,4.15
140052919,4.125
140020154,4.225
140052925,4.1
140020160,4.1
140052931,4.225
140085700,4.15
140118470,4.225
146018383,4.225
140052947,4.15
140052953,4.175
140085722,4.2
140020201,4.2
140085738,4.175
140052975,4.175
140085744,4.175
140052981,4.075
140020223,4.05
140052997,4.225
140020239,4.1
140053008,4.2
140072707,4.125
140020245,4.25
140110937,4.175
140020251,4.275
140085794,4.2
140020267,4.025
140116402,4.125
140085807,4.25
140020273,4.175
146020106,4.175
140020289,4.2
140020295,4.225
140053064,4.25
140085835,4.15
140053070,4.2
140085841,4.225
140094563,4.225
140020308,4.2
140020314,4.075
140053086,4.25
140020320,4.25
140085857,4.225
140085863,4.325
140053105,4.225
140020342,4.225
140085879,4.175
140085885,3.725
140085891,3.975
140020358,4.15
140020364,4.0
140053133,4.1
140085904,4.1
140020370,4.275
140020386,4.25
140053155,4.05
140085926,4.125
140053161,4.175
140085932,4.2
140082643,4.2
140094579,4.025
140020405,4.05
140085948,4.2
140053183,4.275
146020128,4.125
140085954,4.175
146016967,4.025
140085960,4.225
140020427,4.2
146016973,3.725
146004207,4.0
140020433,4.225
140053202,4.15
140085976,4.175
146016989,3.875
140085982,4.25
140020449,4.275
140053218,4.225
146020134,4.2
140020455,4.15
140053224,4.1
140020461,4.2
140053230,4.225
140086009,4.175
140020477,4.175
140086015,4.225
140020483,4.225
140020499,4.175
140053268,4.075
140086037,4.2
140053280,4.225
140020518,4.2
140020524,4.0
140053296,4.2
140020530,4.225
140093559,4.15
140039989,4.25
140020546,4.2
140053315,4.0
140020552,4.225
140086093,4.1
140020568,4.225
140053337,4.2
140020574,4.2
140053343,4.25
140086112,4.075
140072763,4.25
140020580,4.15
146017131,4.15
140086128,4.25
140020596,4.225
140053365,4.1
140086134,4.225
146017147,4.075
140086140,4.2
146017153,4.2
140053387,4.225
140020621,4.15
140053393,4.225
140086162,4.2
146017175,4.2
146017181,4.225
140053406,4.2
140007237,4.25
140053412,4.15
140086184,4.2
146017197,4.275
146017200,4.225
140020665,4.1
140086203,4.075
146017216,4.15
140007243,4.125
146017222,4.2
140010638,4.125
140086225,4.05
146017238,4.175
140086231,4.05
146017244,4.225
146017250,4.175
140086247,4.025
140020712,3.825
146025639,4.225
140053484,4.15
140086253,4.225
140053490,4.225
146017272,4.275
140086269,4.075
140020734,4.225
140053503,4.175
140020740,4.2
146017288,4.225
140086281,4.225
140081225,4.175
140053519,4.2
140020756,4.175
140053525,4.2
140086297,4.225
140020762,4.025
140053531,4.275
146017313,4.05
140020778,4.125
140053547,4.125
140086316,4.15
140020784,4.125
140053553,4.2
140086322,4.125
140020790,4.2
146017335,4.2
146017341,4.125
140053569,4.15
140020803,4.15
140053575,4.175
140086344,4.125
146017357,3.875
140086350,4.225
140094648,4.175
146017363,4.2
140099024,4.275
140053597,4.275
140086366,4.1
140020831,4.2
140053600,4.1
146017379,4.275
146017385,4.275
146017391,4.15
140053616,4.175
140086388,4.2
140020853,4.125
140053622,4.075
140086394,4.175
146017410,4.275
140020869,4.225
140053638,4.2
140086407,4.15
140020875,4.2
140053644,4.3
140086413,4.15
140020881,4.175
146017426,4.175
146017432,4.25
140086429,4.175
140020897,4.225
140053666,4.25
140086435,4.225
140020900,4.225
140053672,4.225
140086441,4.25
146017454,4.05
146017460,4.2
140053688,4.125
140086457,4.25
140020922,4.175
140053694,4.225
146017476,4.225
140020938,4.2
140053707,4.275
140086479,4.075
140020944,4.15
140116515,4.125
140086485,4.2
140020950,4.0
146017498,4.225
140086491,4.05
146017501,4.35
140053729,4.125
146020219,4.25
140053735,4.225
140086504,4.225
140020972,4.2
140053741,4.225
140086510,4.275
140040061,4.225
146017523,4.2
140053757,4.225
140020994,4.05
140053763,4.2
146020225,4.15
146017545,4.225
146017551,4.0
140021011,4.225
140086548,4.225
140086554,4.15
140053791,4.275
140086560,4.2
146017573,4.175
140021033,4.2
140053804,4.225
140086576,4.125
146017589,4.25
140086582,4.2
140021049,4.15
146017595,4.275
140021061,4.05
140086598,4.275
140053832,4.2
140086601,4.25
146017614,4.225
146017620,4.225
140111076,4.1
140053854,4.275
140053860,4.2
146017642,4.225
140086639,4.225
140053876,4.225
140086645,4.125
140053882,4.225
140086651,4.225
140094698,4.15
146017664,4.225
146017670,4.125
146025708,4.15
140053898,4.2
140053901,4.175
140086673,4.075
140045550,4.225
146017686,4.225
146017692,4.225
140053917,4.275
140086695,4.225
146017705,4.2
146017711,4.15
140053939,4.075
140086708,4.075
140053945,4.025
140086714,4.175
146017727,4.275
140086720,4.15
146017733,4.175
140053967,4.15
140086736,4.2
140053973,4.25
140086742,4.125
140078329,4.1
146017755,4.15
140021215,4.225
140053989,4.2
140086758,4.1
140086764,4.225
146017777,4.25
140086770,4.175
140021237,3.85
140054006,4.25
146017783,4.15
140021243,4.225
140054012,4.275
140086786,4.025
140105643,4.3
146017799,4.15
140072876,4.2
146017802,4.2
140054028,4.15
140054034,4.25
140086805,4.075
140054040,4.275
140045572,4.15
146017818,4.225
146017824,4.2
146017830,4.25
140021287,4.225
140054056,4.275
140086827,4.25
140021293,4.175
140086833,4.2
146017846,4.175
140021306,4.125
146017852,4.275
140054078,4.15
140021312,4.15
140086849,4.1
140054084,4.25
140086855,4.3
146017868,4.125
140086861,4.225
140021328,4.025
146017874,4.175
140054103,4.175
146017880,4.175
140021340,4.25
146009360,4.2
140051046,4.2
140054119,4.2
146017896,4.2
140054125,4.05
140054131,4.25
146017909,4.25
140086902,4.15
146017915,4.0
140054147,4.175
140086918,4.175
140021384,4.225
140051052,3.725
140086924,4.05
140072898,3.975
140021390,4.175
140086930,4.25
140054169,4.175
140021403,4.25
140054181,4.225
140086952,4.175
140091406,4.25
140021419,4.05
140021425,4.225
146017971,4.15
140054197,4.2
140021431,4.225
140054200,4.225
140086974,4.05
146017987,4.075
140086980,4.225
140054216,4.1
146017993,4.225
140054222,4.05
146018004,4.25
146018010,4.1
140021469,4.075
140054238,4.2
140087007,4.25
140021475,4.075
140054244,4.225
140087013,4.2
140021481,4.175
140054250,4.2
146018032,4.275
140087029,4.075
140021497,4.125
140021500,4.2
146018048,4.1
140087041,4.225
146018054,4.05
146018060,4.275
140007384,4.1
140021522,4.025
146018076,4.25
140021538,4.075
140054307,4.225
140087079,4.225
140054313,4.225
140021550,4.15
146018098,4.2
140087091,4.15
146018101,4.075
140054329,4.125
140021566,4.125
140054335,4.225
140087104,4.3
146018117,4.2
140087110,4.1
146018123,4.075
140021588,4.075
140087126,4.2
140054363,4.15
140087132,4.225
146018145,4.1
146018151,4.1
140087148,4.15
140021613,4.175
140054385,4.3
140087154,4.2
146018167,4.225
140087160,4.225
140062015,4.225
140021629,4.175
140087176,4.275
140021641,4.25
140054410,4.3
146018189,4.15
140087182,4.1
146018195,4.1
140054426,4.175
140087198,4.275
140094789,4.05
146018208,4.075
140087201,4.2
146018214,4.175
146018220,4.175
140054448,4.075
140087217,4.225
149000115,4.05
140021685,4.2
140087223,4.225
149000121,4.1
140021691,4.15
146018236,4.25
146018242,4.15
149000137,3.925
140054476,4.175
140021710,4.25
149000143,4.1
140054482,4.275
146018264,4.175
140021726,4.2
140054498,4.225
140021732,4.1
140054501,4.25
140087273,4.25
146018286,4.25
140054517,4.15
146025015,4.2
140087289,4.175
140054523,4.1
146018305,4.2
140054539,4.2
140087308,4.075
140021776,4.225
140054545,4.025
140087314,4.2
140021782,4.125
140054551,4.075
140087320,4.225
146018333,4.175
149000228,4.2
140021798,4.275
140054567,4.1
140021801,4.225
140072967,4.2
140054573,4.175
140087342,4.2
140016131,4.15
146018355,4.15
140021817,4.05
140054589,4.175
140087358,4.2
140054595,4.225
140087364,4.2
146018377,4.225
140087370,4.225
140021839,4.225
140054608,4.175
140054614,4.175
140087386,3.975
140021851,4.225
140054620,4.3
146018399,4.15
140087392,4.2
146018402,4.175
140021867,4.2
140054636,4.25
140087405,4.15
140021873,4.175
140054642,4.15
146018424,4.175
146014911,4.175
140021889,4.225
140054658,4.175
146009451,4.15
140051137,4.125
140087433,4.2
140054670,4.2
146018452,4.175
140087449,4.175
140054686,4.175
140021920,4.05
140054692,4.075
146018474,4.15
140051143,4.0
140007453,4.225
146018480,4.05
140087477,4.025
140021942,4.25
140054711,4.225
146018496,4.05
140054727,4.225
140087499,4.225
140021964,4.225
140054733,4.2
140087502,4.175
140021970,4.0
140072995,4.225
146018521,4.175
140054749,4.075
140087518,4.225
140021986,4.25
140054755,4.025
140087524,4.2
140021992,4.15
140054761,4.2
140022003,4.2
146025855,4.15
140054783,4.175
140087552,4.225
140022019,4.175
146018565,3.925
146009473,4.15
140022025,4.225
146018571,4.0
140022031,4.1
140087568,4.2
146018587,4.175
140087580,4.2
140022047,4.2
146018593,4.15
140054818,4.2
140054824,4.25
140087596,4.2
146018606,4.15
140051165,4.15
146018612,4.2
140022075,4.2
140094858,4.275
140054846,4.175
140087615,4.25
140083936,4.175
140054852,4.125
140022097,4.275
140054868,4.05
140087637,4.225
140054874,4.175
140054880,4.225
140022116,4.2
146018662,4.225
140022122,4.225
140087659,4.25
140054896,4.05
140087665,4.25
146018678,4.175
140087671,3.975
140022138,4.225
146018684,4.225
140054909,4.1
140022144,4.275
146018690,4.225
140054915,4.175
140054921,4.175
140087693,4.025
146018703,4.225
140054937,4.15
140087706,4.25
140062106,4.15
146018719,4.275
140087712,4.175
146018725,4.275
146018731,4.15
140022188,4.25
140054959,4.1
140087728,4.25
140022194,4.2
140092523,4.225
140087734,4.275
140007497,4.225
146018747,4.225
140087740,4.225
140022207,4.2
140029344,4.2
140022213,4.125
140087756,4.35
140054993,4.2
140087762,4.225
146004047,4.125
140055004,4.2
140055010,4.225
140087790,4.225
140022257,4.15
140055026,3.925
140087803,4.225
140022279,4.15
140055048,4.175
140022285,4.1
140055054,4.175
140087825,4.225
140022291,4.1
140055060,4.175
140087831,4.075
140022304,4.075
140055076,4.25
140022310,4.25
140087853,4.225
140055098,4.05
140055101,4.2
140087875,4.175
140062134,3.95
140105825,4.175
146018888,4.125
140087881,3.75
140022348,4.2
140055117,4.075
146018894,4.225
140022354,4.175
140022360,3.975
140087900,4.25
146004069,4.125
146018913,4.15
140022376,4.225
140029372,4.15
146018929,4.2
140087922,4.225
146018935,4.15
146018941,4.125
140055167,4.25
140022401,4.125
140017242,4.175
140055173,4.15
140087944,4.075
146018957,3.875
140087950,4.225
140022417,4.225
146018963,4.05
140055189,4.175
140022423,4.225
140055195,4.15
140087966,4.15
146018979,4.15
140087972,4.15
140091440,4.0
140055208,4.25
146018985,4.1
146018991,4.075
140087988,4.05
146019002,4.2
140022467,4.225
140055236,4.25
140088005,4.175
140022473,4.225
140055242,4.225
140088011,4.0
146019024,3.925
140007544,4.175
146019030,4.0
140022489,4.25
140055258,4.025
140088027,4.175
140055264,4.225
140088033,4.2
140055270,4.125
140022508,4.25
140062162,4.225
146015016,4.125
140022514,4.225
140055286,4.175
140055292,4.225
140088061,4.35
140045782,4.225
120133761,4.2
140022536,4.275
140055305,4.175
140055311,4.2
140088083,4.225
146025009,4.2
140022558,4.2
140055327,4.0
140022564,4.225
146019109,4.3
140088102,4.2
146019115,4.25
146019121,4.225
140055349,4.125
140088118,4.2
140022586,4.15
140055355,4.2
140022592,4.05
140088130,4.175
146019143,4.225
140022605,4.275
140088146,4.075
140022611,4.25
140007566,4.15
140055383,4.15
140088152,4.15
140108904,4.2
140055399,4.2
140088168,4.1
140022633,4.175
140088174,4.225
140088180,4.225
146015038,4.225
140022649,4.25
140022655,4.175
140055424,4.225
140022661,3.625
140055430,4.175
140088209,4.075
140022677,4.225
140055446,4.025
140088215,4.1
140022683,4.075
140055452,4.125
140088221,4.25
146019234,4.2
140022699,4.1
140055468,4.175
140088237,4.225
140055474,4.15
140088243,3.9
140022718,4.225
146018468,4.175
140055496,4.275
140088265,4.225
140022730,4.275
146019278,4.2
140088271,4.175
140007588,4.225
140022746,4.225
140088287,4.175
140055521,4.225
140062203,4.175
140088293,4.325
140022768,4.225
140088306,4.2
140022774,4.15
140055543,4.2
140088312,4.2
146004138,4.1
140055559,4.15
140088328,4.225
140022796,4.2
140055565,4.0
140088334,4.125
140088340,4.15
146020526,4.2
146019353,4.05
140055587,4.225
140088356,4.275
140022821,4.25
140088362,4.125
146019375,4.25
140022837,4.15
140055606,4.35
146019563,4.25
140088378,4.05
140022843,4.15
140055612,4.075
140088384,4.125
146019397,4.175
140022859,4.2
140055628,4.225
140055634,4.175
140088403,4.15
146019416,4.05
146019422,4.075
140062225,4.2
140055656,4.275
140088425,4.225
140018535,4.15
140022893,4.25
146019438,4.2
140088431,4.225
146019444,4.2
146019450,4.2
140055678,4.275
140088447,3.675
140055684,4.25
140091456,4.1
140055690,4.275
140094999,4.275
140022928,4.25
140088469,4.2
140022934,4.15
140055703,4.225
140088475,4.225
140022940,4.225
140088481,4.2
140045851,4.2
140055719,4.225
140022956,4.15
140055725,4.175
140088497,4.225
140022962,4.1
140088500,4.225
140022978,4.275
140055747,4.05
140022984,4.25
140055753,4.25
140088522,4.075
140022990,4.175
146019535,4.225
146019541,4.225
140023001,4.225
140024015,4.1
140055775,4.225
140088544,4.225
146019557,4.275
140081639,4.125
140023017,4.275
140029479,4.125
140051325,4.325
140055797,4.05
140088566,4.275
140055800,4.225
140023039,4.2
146019585,4.175
140023045,4.25
146019591,4.175
140055816,4.275
140088588,4.225
140055822,4.175
140088594,4.1
146019604,4.275
146019610,4.175
140023067,4.0
140023073,4.1
140088613,4.05
140045873,4.175
146019626,4.15
146019632,4.275
140023089,4.125
140023095,4.2
140088635,4.175
140055872,4.225
140088641,4.175
146019654,4.175
140023114,4.225
146019660,4.225
140088657,4.225
140055894,4.225
140088663,4.225
146019676,4.075
140023136,4.2
146019682,3.875
140088679,4.175
140055913,4.2
140088685,4.25
140088691,4.15
146019701,4.175
140023158,4.025
140055935,4.275
140088704,4.175
140055941,3.775
140088710,4.2
146019723,4.175
140023186,4.15
140055957,4.25
140051353,4.35
140023192,4.175
140055963,4.225
140088732,4.175
146019745,4.025
140023205,4.175
146019751,4.275
140055979,4.225
140088748,4.025
140055985,4.2
140055991,4.225
140088760,4.15
146015135,4.075
146019773,4.15
140056002,4.25
140088776,4.225
146019789,4.1
146019795,3.975
140080556,4.175
140023261,4.075
140056030,4.225
146019808,4.225
140088801,4.25
146019814,4.075
140023277,4.175
140056046,4.25
140023283,4.2
140056052,4.225
140088823,4.225
140007679,4.1
146019836,4.15
146019842,4.15
140023299,4.225
140056068,4.15
140023302,4.075
140088839,4.2
140056074,4.15
140088845,4.125
140056080,4.225
140088851,4.175
140023318,4.225
146019864,4.2
146019870,4.175
146004229,4.225
140056096,4.3
140023330,4.225
140062300,4.2
140056109,4.225
146019886,4.175
140023346,4.225
140056115,4.2
146019892,4.15
140023352,4.15
146015157,4.025
146019905,4.2
146019911,4.2
140023368,4.175
140056137,4.175
140023374,4.175
140056143,4.275
140088914,4.225
140023380,4.25
146019927,4.15
140088920,4.2
146019933,4.15
140056159,4.2
140088936,4.275
140056171,4.15
146019949,4.2
140088942,4.05
140023409,4.225
146019955,4.225
140023415,4.275
146019961,4.2
140056187,4.2
140023421,4.225
140088958,4.225
140106005,4.25
140056193,4.2
140062316,4.175
140088970,4.275
140023437,4.15
140056206,4.2
146019983,4.175
140023443,4.2
140056212,4.225
140088986,4.2
146019999,4.2
140088992,4.225
140023459,4.175
140056228,4.225
140023465,4.275
140062322,4.075
140023471,4.2
140056240,4.225
146020021,4.175
140023487,4.2
140056256,4.1
140089025,4.175
140023493,4.075
140056262,4.325
146020043,4.15
140023506,4.2
140056278,4.25
140089047,4.225
140023512,4.25
146020059,4.175
140089053,4.075
146020065,4.175
140056290,4.175
146020071,4.125
140023534,4.225
140089075,4.225
146020087,4.2
146020093,4.175
140056319,4.2
140023556,4.225
140056325,4.175
140089097,4.05
140023562,4.15
140056331,4.175
146020112,4.1
140051416,4.275
140023578,4.25
140089116,4.075
140023584,4.225
140056353,4.175
140023590,4.225
140106033,4.225
146020140,4.2
140056369,4.225
140089138,4.225
140023603,4.3
140051422,4.15
140056375,4.2
140089144,4.025
146020156,4.2
140089150,4.025
146020162,4.15
140023619,4.15
140023625,4.1
140056397,4.175
140089166,4.1
140023631,4.225
140056400,4.225
146020178,4.2
140089172,4.2
140029582,4.2
146020184,4.2
146015204,4.275
146020190,4.225
140023647,4.25
